gene	transcript	chromosome	strand	source	TSS	cluster	id
Zfp644	ENSMUST00000127434.7	chr5	-	HAVANA	106696826	p1	Zfp644_p1
Zfp644	ENSMUST00000137285.7	chr5	-	HAVANA	106696564	p1	Zfp644_p1
Zfp644	ENSMUST00000155495.7	chr5	-	HAVANA	106696650	p1	Zfp644_p1
Zfp644	ENSMUST00000124263.1	chr5	-	HAVANA	106696564	p1	Zfp644_p1
Zfp644	ENSMUST00000135108.1	chr5	-	HAVANA	106696650	p1	Zfp644_p1
Zfp644	ENSMUST00000142391.7	chr5	-	HAVANA	106696166	p2	Zfp644_p2
Zfp644	ENSMUST00000127572.1	chr5	-	HAVANA	106696546	p1	Zfp644_p1
Zfp644	ENSMUST00000148192.1	chr5	-	HAVANA	106696544	p1	Zfp644_p1
Zfp644	ENSMUST00000127932.1	chr5	-	HAVANA	106697287	p3	Zfp644_p3
Zfp644	ENSMUST00000156851.1	chr5	-	HAVANA	106696012	p2	Zfp644_p2
Zfp646	ENSMUST00000205364.1	chr7	+	HAVANA	127876221	p1	Zfp646_p1
Zfp646	ENSMUST00000131000.1	chr7	+	HAVANA	127876796	p2	Zfp646_p2
Zfp65	ENSMUST00000073157.14	chr13	-	HAVANA	67729173	p1	Zfp65_p1
Zfp65	ENSMUST00000130891.2	chr13	-	HAVANA	67724326	p2	Zfp65_p2
Zfp65	ENSMUST00000223829.1	chr13	-	HAVANA	67724294	p2	Zfp65_p2
Zfp65	ENSMUST00000127979.8	chr13	-	HAVANA	67724272	p2	Zfp65_p2
Zfp652	ENSMUST00000107717.7	chr11	+	HAVANA	95712673	p1	Zfp652_p1
Zfp652	ENSMUST00000133070.7	chr11	+	HAVANA	95713011	p1	Zfp652_p1
Zfp655	ENSMUST00000200039.4	chr5	+	HAVANA	145231715	p1	Zfp655_p1
Zfp655	ENSMUST00000167316.7	chr5	+	HAVANA	145231723	p1	Zfp655_p1
Zfp655	ENSMUST00000196069.4	chr5	+	HAVANA	145231729	p1	Zfp655_p1
Zfp655	ENSMUST00000199322.4	chr5	+	HAVANA	145231755	p1	Zfp655_p1
Zfp655	ENSMUST00000199003.4	chr5	+	HAVANA	145231756	p1	Zfp655_p1
Zfp655	ENSMUST00000085661.8	chr5	+	HAVANA	145231757	p1	Zfp655_p1
Zfp664	ENSMUST00000111417.8	chr5	+	HAVANA	124862691	p1	Zfp664_p1
Zfp664	ENSMUST00000141533.7	chr5	+	HAVANA	124862764	p1	Zfp664_p1
Zfp664	ENSMUST00000130616.7	chr5	+	HAVANA	124863039	p1	Zfp664_p1
Zfp664	ENSMUST00000134473.1	chr5	+	HAVANA	124884569	p2	Zfp664_p2
Zfp687	ENSMUST00000019482.7	chr3	-	HAVANA	95015238	p1	Zfp687_p1
Zfp687	ENSMUST00000126222.7	chr3	-	HAVANA	95015223	p1	Zfp687_p1
Zfp687	ENSMUST00000147022.7	chr3	-	HAVANA	95015404	p1	Zfp687_p1
Zfp687	ENSMUST00000137799.1	chr3	-	HAVANA	95015437	p1	Zfp687_p1
Zfp687	ENSMUST00000132195.7	chr3	-	HAVANA	95015448	p1	Zfp687_p1
Zfp687	ENSMUST00000149747.1	chr3	-	HAVANA	95015224	p1	Zfp687_p1
Zfp687	ENSMUST00000128438.1	chr3	-	HAVANA	95015218	p1	Zfp687_p1
Zfp692	ENSMUST00000153510.8	chr11	+	ENSEMBL	58307069	p1	Zfp692_p1
Zfp692	ENSMUST00000049353.8	chr11	+	HAVANA	58307172	p1	Zfp692_p1
Zfp7	ENSMUST00000023179.6	chr15	+	HAVANA	76879259	p1	Zfp7_p1
Zfp7	ENSMUST00000230106.1	chr15	+	HAVANA	76879309	p1	Zfp7_p1
Zfp7	ENSMUST00000229831.1	chr15	+	HAVANA	76879310	p1	Zfp7_p1
Zfp7	ENSMUST00000229729.1	chr15	+	HAVANA	76879322	p1	Zfp7_p1
Zfp7	ENSMUST00000230954.1	chr15	+	HAVANA	76879331	p1	Zfp7_p1
Zfp7	ENSMUST00000229990.1	chr15	+	HAVANA	76879335	p1	Zfp7_p1
Zfp706	ENSMUST00000078976.8	chr15	-	HAVANA	37007402	p1	Zfp706_p1
Zfp706	ENSMUST00000226453.1	chr15	-	HAVANA	37007015	p2	Zfp706_p2
Zfp706	ENSMUST00000226671.1	chr15	-	HAVANA	37007773	p1	Zfp706_p1
Zfp710	ENSMUST00000164056.8	chr7	+	HAVANA	80024814	p1	Zfp710_p1
Zfp710	ENSMUST00000166250.7	chr7	+	HAVANA	80024834	p1	Zfp710_p1
Zfp710	ENSMUST00000206104.1	chr7	+	HAVANA	80027814	p2	Zfp710_p2
Zfp715	ENSMUST00000012796.13	chr7	-	HAVANA	43313247	p1	Zfp715_p1
Zfp715	ENSMUST00000107986.8	chr7	-	HAVANA	43313255	p1	Zfp715_p1
Zfp715	ENSMUST00000145622.7	chr7	-	HAVANA	43313263	p1	Zfp715_p1
Zfp715	ENSMUST00000139061.1	chr7	-	HAVANA	43313095	p1	Zfp715_p1
Zfp715	ENSMUST00000151659.1	chr7	-	HAVANA	43313294	p1	Zfp715_p1
Zfp715	ENSMUST00000135130.1	chr7	-	HAVANA	43313063	p1	Zfp715_p1
Zfp719	ENSMUST00000058104.7	chr7	+	HAVANA	43579610	p1	Zfp719_p1
Zfp719	ENSMUST00000205769.1	chr7	+	HAVANA	43579619	p1	Zfp719_p1
Zfp719	ENSMUST00000147075.1	chr7	+	HAVANA	43579639	p1	Zfp719_p1
Zfp729b	ENSMUST00000012873.15	chr13	-	HAVANA	67609707	p1	Zfp729b_p1
Zfp729b	ENSMUST00000223599.1	chr13	-	HAVANA	67609645	p1	Zfp729b_p1
Zfp729b	ENSMUST00000138725.2	chr13	-	HAVANA	67609687	p1	Zfp729b_p1
Zfp738	ENSMUST00000220552.2	chr13	-	HAVANA	67661745	p1	Zfp738_p1
Zfp738	ENSMUST00000110973.2	chr13	-	HAVANA	67687071	p2	Zfp738_p2
Zfp74	ENSMUST00000108212.7	chr7	-	HAVANA	29943755	p1	Zfp74_p1
Zfp74	ENSMUST00000108211.7	chr7	-	HAVANA	29954087	p2	Zfp74_p2
Zfp74	ENSMUST00000149793.1	chr7	-	HAVANA	29954089	p2	Zfp74_p2
Zfp740	ENSMUST00000230600.1	chr15	+	HAVANA	102203249	p1	Zfp740_p1
Zfp740	ENSMUST00000118729.7	chr15	+	HAVANA	102203648	p1	Zfp740_p1
Zfp740	ENSMUST00000119168.7	chr15	+	HAVANA	102203659	p1	Zfp740_p1
Zfp740	ENSMUST00000141465.8	chr15	+	HAVANA	102203691	p1	Zfp740_p1
Zfp740	ENSMUST00000139960.7	chr15	+	HAVANA	102203709	p1	Zfp740_p1
Zfp740	ENSMUST00000230867.1	chr15	+	HAVANA	102204578	p2	Zfp740_p2
Zfp740	ENSMUST00000119800.7	chr15	+	HAVANA	102204609	p2	Zfp740_p2
Zfp740	ENSMUST00000121206.1	chr15	+	HAVANA	102204746	p2	Zfp740_p2
Zfp740	ENSMUST00000133986.1	chr15	+	HAVANA	102204780	p2	Zfp740_p2
Zfp747	ENSMUST00000067425.5	chr7	-	HAVANA	127376050	p1	Zfp747_p1
Zfp747	ENSMUST00000205832.1	chr7	-	HAVANA	127376013	p1	Zfp747_p1
Zfp747	ENSMUST00000206942.1	chr7	-	HAVANA	127376016	p1	Zfp747_p1
Zfp748	ENSMUST00000181892.8	chr13	-	HAVANA	67553830	p1	Zfp748_p1
Zfp748	ENSMUST00000053289.10	chr13	-	HAVANA	67553138	p2	Zfp748_p2
Zfp758	ENSMUST00000088765.8	chr17	+	ENSEMBL	22361453	p1	Zfp758_p1
Zfp758	ENSMUST00000149699.7	chr17	+	HAVANA	22361453	p1	Zfp758_p1
Zfp758	ENSMUST00000072477.10	chr17	+	HAVANA	22361455	p1	Zfp758_p1
Zfp758	ENSMUST00000121315.1	chr17	+	HAVANA	22361522	p1	Zfp758_p1
Zfp763	ENSMUST00000087654.4	chr17	-	HAVANA	33033402	p1	Zfp763_p1
Zfp763	ENSMUST00000124465.1	chr17	-	HAVANA	33033168	p1	Zfp763_p1
Zfp770	ENSMUST00000050668.3	chr2	-	HAVANA	114201469	p1	Zfp770_p1
Zfp770	ENSMUST00000123562.1	chr2	-	HAVANA	114201440	p1	Zfp770_p1
Zfp771	ENSMUST00000052509.5	chr7	+	HAVANA	127244274	p1	Zfp771_p1
Zfp771	ENSMUST00000151893.1	chr7	+	HAVANA	127245101	p2	Zfp771_p2
Zfp771	ENSMUST00000205583.1	chr7	+	HAVANA	127245187	p2	Zfp771_p2
Zfp777	ENSMUST00000114583.7	chr6	-	ENSEMBL	48048114	p1	Zfp777_p1
Zfp777	ENSMUST00000095944.9	chr6	-	HAVANA	48048911	p2	Zfp777_p2
Zfp777	ENSMUST00000147281.1	chr6	-	HAVANA	48048114	p1	Zfp777_p1
Zfp777	ENSMUST00000125385.1	chr6	-	HAVANA	48047794	p1	Zfp777_p1
Zfp790	ENSMUST00000178162.2	chr7	+	HAVANA	29816114	p1	Zfp790_p1
Zfp790	ENSMUST00000032796.13	chr7	+	HAVANA	29816119	p1	Zfp790_p1
Zfp808	ENSMUST00000221772.1	chr13	+	HAVANA	62129886	p1	Zfp808_p1
Zfp808	ENSMUST00000222809.1	chr13	+	HAVANA	62129900	p1	Zfp808_p1
Zfp808	ENSMUST00000223094.1	chr13	+	HAVANA	62129900	p1	Zfp808_p1
Zfp808	ENSMUST00000221542.1	chr13	+	HAVANA	62129902	p1	Zfp808_p1
Zfp808	ENSMUST00000099449.3	chr13	+	HAVANA	62129916	p1	Zfp808_p1
Zfp808	ENSMUST00000222947.1	chr13	+	HAVANA	62129933	p1	Zfp808_p1
Zfp809	ENSMUST00000215902.1	chr9	+	HAVANA	22225714	p1	Zfp809_p1
Zfp809	ENSMUST00000213350.1	chr9	+	HAVANA	22225723	p1	Zfp809_p1
Zfp809	ENSMUST00000213371.1	chr9	+	HAVANA	22225723	p1	Zfp809_p1
Zfp809	ENSMUST00000215618.1	chr9	+	HAVANA	22225752	p1	Zfp809_p1
Zfp809	ENSMUST00000072465.8	chr9	+	HAVANA	22225771	p1	Zfp809_p1
Zfp809	ENSMUST00000215583.1	chr9	+	HAVANA	22225969	p1	Zfp809_p1
Zfp819	ENSMUST00000120935.1	chr7	+	HAVANA	43607169	p1	Zfp819_p1
Zfp819	ENSMUST00000127765.7	chr7	+	HAVANA	43607209	p1	Zfp819_p1
Zfp819	ENSMUST00000032661.13	chr7	+	HAVANA	43607225	p1	Zfp819_p1
Zfp825	ENSMUST00000202645.3	chr13	-	HAVANA	74493970	p1	Zfp825_p1
Zfp825	ENSMUST00000221173.1	chr13	-	HAVANA	74493992	p1	Zfp825_p1
Zfp866	ENSMUST00000131784.7	chr8	-	HAVANA	69791178	p1	Zfp866_p1
Zfp866	ENSMUST00000137573.1	chr8	-	HAVANA	69774911	p2	Zfp866_p2
Zfp868	ENSMUST00000121886.7	chr8	-	HAVANA	69625548	p1	Zfp868_p1
Zfp868	ENSMUST00000140522.1	chr8	-	HAVANA	69625545	p1	Zfp868_p1
Zfp869	ENSMUST00000238292.1	chr8	-	HAVANA	69716837	p1	Zfp869_p1
Zfp869	ENSMUST00000238657.1	chr8	-	HAVANA	69716824	p1	Zfp869_p1
Zfp869	ENSMUST00000238418.1	chr8	-	HAVANA	69716902	p1	Zfp869_p1
Zfp869	ENSMUST00000238753.1	chr8	-	HAVANA	69716948	p1	Zfp869_p1
Zfp869	ENSMUST00000238408.1	chr8	-	HAVANA	69716900	p1	Zfp869_p1
Zfp869	ENSMUST00000238460.1	chr8	-	HAVANA	69716486	p2	Zfp869_p2
Zfp869	ENSMUST00000238761.1	chr8	-	HAVANA	69716463	p2	Zfp869_p2
Zfp869	ENSMUST00000238535.1	chr8	-	HAVANA	69716454	p2	Zfp869_p2
Zfp869	ENSMUST00000238459.1	chr8	-	HAVANA	69716873	p1	Zfp869_p1
Zfp869	ENSMUST00000238367.1	chr8	-	HAVANA	69716859	p1	Zfp869_p1
Zfp869	ENSMUST00000238311.1	chr8	-	HAVANA	69716983	p1	Zfp869_p1
Zfp87	ENSMUST00000181767.7	chr13	-	HAVANA	67526177	p1	Zfp87_p1
Zfp87	ENSMUST00000180536.1	chr13	-	HAVANA	67526121	p1	Zfp87_p1
Zfp87	ENSMUST00000181341.1	chr13	-	HAVANA	67526146	p1	Zfp87_p1
Zfp87	ENSMUST00000181573.1	chr13	-	HAVANA	67526177	p1	Zfp87_p1
Zfp871	ENSMUST00000159086.9	chr17	-	HAVANA	32788287	p1	Zfp871_p1
Zfp871	ENSMUST00000057501.8	chr17	-	HAVANA	32787547	p2	Zfp871_p2
Zfp871	ENSMUST00000168337.1	chr17	-	HAVANA	32788250	p1	Zfp871_p1
Zfp874b	ENSMUST00000019572.8	chr13	-	HAVANA	67484225	p1	Zfp874b_p1
Zfp874b	ENSMUST00000223711.1	chr13	-	HAVANA	67484258	p1	Zfp874b_p1
Zfp874b	ENSMUST00000225027.1	chr13	-	HAVANA	67484212	p1	Zfp874b_p1
Zfp874b	ENSMUST00000224308.1	chr13	-	HAVANA	67484253	p1	Zfp874b_p1
Zfp874b	ENSMUST00000223868.1	chr13	-	HAVANA	67484214	p1	Zfp874b_p1
Zfp91	ENSMUST00000142247.7	chr19	-	HAVANA	12796126	p1	Zfp91_p1
Zfp91	ENSMUST00000038627.8	chr19	-	HAVANA	12796126	p1	Zfp91_p1
Zfp930	ENSMUST00000212681.1	chr8	+	HAVANA	69209038	p1	Zfp930_p1
Zfp930	ENSMUST00000212312.1	chr8	+	HAVANA	69209046	p1	Zfp930_p1
Zfp930	ENSMUST00000212020.1	chr8	+	HAVANA	69209048	p1	Zfp930_p1
Zfp932	ENSMUST00000112540.7	chr5	+	HAVANA	109996521	p1	Zfp932_p1
Zfp932	ENSMUST00000099484.8	chr5	+	HAVANA	109996522	p1	Zfp932_p1
Zfp932	ENSMUST00000125213.7	chr5	+	HAVANA	109996532	p1	Zfp932_p1
Zfp932	ENSMUST00000143639.7	chr5	+	HAVANA	109996542	p1	Zfp932_p1
Zfp932	ENSMUST00000142180.1	chr5	+	HAVANA	109996563	p1	Zfp932_p1
Zfp934	ENSMUST00000221279.1	chr13	-	HAVANA	62571199	p2	Zfp934_p2
Zfp936	ENSMUST00000202535.3	chr7	+	HAVANA	43177588	p2	Zfp936_p2
Zfp936	ENSMUST00000200973.3	chr7	+	HAVANA	43177623	p2	Zfp936_p2
Zfp938	ENSMUST00000041264.14	chr10	-	HAVANA	82241273	p1	Zfp938_p1
Zfp938	ENSMUST00000156218.1	chr10	-	HAVANA	82241280	p1	Zfp938_p1
Zfp941	ENSMUST00000080651.12	chr7	-	HAVANA	140822178	p1	Zfp941_p1
Zfp941	ENSMUST00000106052.1	chr7	-	HAVANA	140822132	p1	Zfp941_p1
Zfp941	ENSMUST00000150053.2	chr7	-	HAVANA	140822146	p1	Zfp941_p1
Zfp942	ENSMUST00000091879.11	chr17	-	HAVANA	21962451	p1	Zfp942_p1
Zfp942	ENSMUST00000126485.1	chr17	-	HAVANA	21962464	p1	Zfp942_p1
Zfp946	ENSMUST00000141831.7	chr17	+	HAVANA	22424222	p1	Zfp946_p1
Zfp946	ENSMUST00000120222.7	chr17	+	HAVANA	22424259	p1	Zfp946_p1
Zfp946	ENSMUST00000088763.12	chr17	+	HAVANA	22424268	p1	Zfp946_p1
Zfp951	ENSMUST00000186219.6	chr5	-	HAVANA	104860070	p1	Zfp951_p1
Zfp951	ENSMUST00000191135.1	chr5	-	HAVANA	104859793	p1	Zfp951_p1
Zfp954	ENSMUST00000056246.7	chr7	-	HAVANA	7121488	p1	Zfp954_p1
Zfp954	ENSMUST00000210142.1	chr7	-	HAVANA	7121445	p1	Zfp954_p1
Zfp956	ENSMUST00000101445.10	chr6	+	HAVANA	47953390	p1	Zfp956_p1
Zfp956	ENSMUST00000174790.1	chr6	+	HAVANA	47953445	p1	Zfp956_p1
Zfp956	ENSMUST00000140719.1	chr6	+	HAVANA	47953447	p1	Zfp956_p1
Zfp961	ENSMUST00000131237.7	chr8	+	HAVANA	71951038	p1	Zfp961_p1
Zfp961	ENSMUST00000138304.7	chr8	+	HAVANA	71951066	p1	Zfp961_p1
Zfp961	ENSMUST00000136516.8	chr8	+	HAVANA	71951067	p1	Zfp961_p1
Zfp961	ENSMUST00000145256.7	chr8	+	HAVANA	71951070	p1	Zfp961_p1
Zfp961	ENSMUST00000109997.9	chr8	+	HAVANA	71951071	p1	Zfp961_p1
Zfp961	ENSMUST00000139781.7	chr8	+	HAVANA	71951077	p1	Zfp961_p1
Zfp961	ENSMUST00000144807.1	chr8	+	HAVANA	71951080	p1	Zfp961_p1
Zfp961	ENSMUST00000147033.1	chr8	+	HAVANA	71951081	p1	Zfp961_p1
Zfp961	ENSMUST00000132848.1	chr8	+	HAVANA	71951091	p1	Zfp961_p1
Zfp961	ENSMUST00000136878.2	chr8	+	HAVANA	71951091	p1	Zfp961_p1
Zfp971	ENSMUST00000108925.9	chr2	+	HAVANA	178023284	p1	Zfp971_p1
Zfp971	ENSMUST00000108926.2	chr2	+	HAVANA	178023379	p1	Zfp971_p1
Zfp975	ENSMUST00000107992.1	chr7	-	HAVANA	42692718	p1	Zfp975_p1
Zfp975	ENSMUST00000206356.1	chr7	-	HAVANA	42692742	p1	Zfp975_p1
Zfp976	ENSMUST00000107994.2	chr7	-	HAVANA	42642588	p1	Zfp976_p1
Zfp976	ENSMUST00000098503.8	chr7	-	HAVANA	42642547	p1	Zfp976_p1
Zfp985	ENSMUST00000139784.7	chr4	+	HAVANA	147553277	p1	Zfp985_p1
Zfp985	ENSMUST00000143885.7	chr4	+	HAVANA	147553339	p1	Zfp985_p1
Zfp985	ENSMUST00000081742.6	chr4	+	HAVANA	147553339	p1	Zfp985_p1
Zfx	ENSMUST00000088102.11	chrX	-	HAVANA	94123407	p1	Zfx_p1
Zfx	ENSMUST00000113926.7	chrX	-	HAVANA	94122900	p2	Zfx_p2
Zfx	ENSMUST00000113927.7	chrX	-	ENSEMBL	94123407	p1	Zfx_p1
Zfx	ENSMUST00000137853.7	chrX	-	HAVANA	94123375	p1	Zfx_p1
Zfx	ENSMUST00000113925.7	chrX	-	HAVANA	94123109	p2	Zfx_p2
Zfx	ENSMUST00000135661.1	chrX	-	HAVANA	94123702	p1	Zfx_p1
Zfx	ENSMUST00000130312.1	chrX	-	HAVANA	94123132	p2	Zfx_p2
Zgpat	ENSMUST00000029105.11	chr2	+	HAVANA	181364928	p1	Zgpat_p1
Zgpat	ENSMUST00000108807.8	chr2	+	HAVANA	181365405	p2	Zgpat_p2
Zgpat	ENSMUST00000116366.8	chr2	+	HAVANA	181365423	p2	Zgpat_p2
Zgpat	ENSMUST00000131284.7	chr2	+	HAVANA	181365452	p2	Zgpat_p2
Zic3	ENSMUST00000088627.10	chrX	+	HAVANA	58030643	p1	Zic3_p1
Zic3	ENSMUST00000088631.10	chrX	+	HAVANA	58030999	p1	Zic3_p1
Zic3	ENSMUST00000088629.3	chrX	+	HAVANA	58031010	p1	Zic3_p1
Zkscan17	ENSMUST00000013262.14	chr11	-	HAVANA	59506644	p1	Zkscan17_p1
Zkscan17	ENSMUST00000101150.8	chr11	-	HAVANA	59506644	p1	Zkscan17_p1
Zkscan17	ENSMUST00000134522.7	chr11	-	HAVANA	59506220	p1	Zkscan17_p1
Zkscan17	ENSMUST00000139093.7	chr11	-	HAVANA	59526631	p2	Zkscan17_p2
Zkscan17	ENSMUST00000129941.1	chr11	-	HAVANA	59506220	p1	Zkscan17_p1
Zkscan17	ENSMUST00000139707.1	chr11	-	HAVANA	59526751	p2	Zkscan17_p2
Zkscan3	ENSMUST00000070785.15	chr13	-	HAVANA	21402713	p1	Zkscan3_p1
Zkscan3	ENSMUST00000223831.1	chr13	-	HAVANA	21402731	p1	Zkscan3_p1
Zkscan3	ENSMUST00000116434.10	chr13	-	HAVANA	21402755	p1	Zkscan3_p1
Zkscan3	ENSMUST00000224820.1	chr13	-	HAVANA	21402755	p1	Zkscan3_p1
Zkscan3	ENSMUST00000117721.7	chr13	-	HAVANA	21402695	p1	Zkscan3_p1
Zkscan3	ENSMUST00000116433.1	chr13	-	HAVANA	21402716	p1	Zkscan3_p1
Zkscan3	ENSMUST00000151467.2	chr13	-	HAVANA	21402670	p1	Zkscan3_p1
Zkscan5	ENSMUST00000085671.9	chr5	+	HAVANA	145204562	p1	Zkscan5_p1
Zkscan5	ENSMUST00000031601.7	chr5	+	HAVANA	145204668	p1	Zkscan5_p1
Zkscan5	ENSMUST00000161896.1	chr5	+	HAVANA	145205123	p2	Zkscan5_p2
Zkscan5	ENSMUST00000162168.7	chr5	+	HAVANA	145207604	p3	Zkscan5_p3
Zkscan5	ENSMUST00000161881.1	chr5	+	HAVANA	145207634	p3	Zkscan5_p3
Zkscan5	ENSMUST00000160162.1	chr5	+	HAVANA	145208568	p4	Zkscan5_p4
Zkscan6	ENSMUST00000071465.8	chr11	+	HAVANA	65807175	p1	Zkscan6_p1
Zkscan6	ENSMUST00000018491.7	chr11	+	HAVANA	65807244	p1	Zkscan6_p1
Zmat3	ENSMUST00000029199.10	chr3	-	HAVANA	32365678	p1	Zmat3_p1
Zmat3	ENSMUST00000168566.2	chr3	-	ENSEMBL	32365620	p1	Zmat3_p1
Zmat3	ENSMUST00000139660.1	chr3	-	HAVANA	32365460	p1	Zmat3_p1
Zmat3	ENSMUST00000195055.1	chr3	-	HAVANA	32366014	p2	Zmat3_p2
Zmiz2	ENSMUST00000109787.7	chr11	+	HAVANA	6389074	p1	Zmiz2_p1
Zmiz2	ENSMUST00000012612.10	chr11	+	HAVANA	6389364	p1	Zmiz2_p1
Zmiz2	ENSMUST00000109786.7	chr11	+	HAVANA	6389471	p1	Zmiz2_p1
Znfx1	ENSMUST00000048988.13	chr2	-	HAVANA	167063015	p1	Znfx1_p1
Znfx1	ENSMUST00000128676.1	chr2	-	HAVANA	167062716	p1	Znfx1_p1
Znfx1	ENSMUST00000135967.1	chr2	-	HAVANA	167062639	p1	Znfx1_p1
Zscan10	ENSMUST00000095595.8	chr17	+	HAVANA	23600856	p1	Zscan10_p1
Zscan10	ENSMUST00000115509.7	chr17	+	HAVANA	23600856	p1	Zscan10_p1
Zscan10	ENSMUST00000120967.7	chr17	+	HAVANA	23600856	p1	Zscan10_p1
Zscan10	ENSMUST00000148062.7	chr17	+	HAVANA	23600862	p1	Zscan10_p1
Zscan10	ENSMUST00000129227.7	chr17	+	HAVANA	23600862	p1	Zscan10_p1
Zscan10	ENSMUST00000123866.7	chr17	+	HAVANA	23600941	p1	Zscan10_p1
Zscan12	ENSMUST00000225545.1	chr13	+	HAVANA	21362820	p1	Zscan12_p1
Zscan12	ENSMUST00000053293.13	chr13	+	HAVANA	21362832	p1	Zscan12_p1
Zscan12	ENSMUST00000099720.2	chr13	+	HAVANA	21363285	p1	Zscan12_p1
Zscan21	ENSMUST00000062350.14	chr5	+	HAVANA	138116903	p1	Zscan21_p1
Zscan21	ENSMUST00000110961.8	chr5	+	HAVANA	138116916	p1	Zscan21_p1
Zscan21	ENSMUST00000080732.9	chr5	+	HAVANA	138116937	p1	Zscan21_p1
Zscan21	ENSMUST00000110960.8	chr5	+	HAVANA	138116937	p1	Zscan21_p1
Zscan21	ENSMUST00000142185.7	chr5	+	HAVANA	138116980	p1	Zscan21_p1
Zscan21	ENSMUST00000136425.1	chr5	+	HAVANA	138116982	p1	Zscan21_p1
Zscan21	ENSMUST00000110959.1	chr5	+	HAVANA	138117041	p1	Zscan21_p1
Zscan22	ENSMUST00000055528.10	chr7	+	HAVANA	12897815	p1	Zscan22_p1
Zscan22	ENSMUST00000117189.1	chr7	+	HAVANA	12897836	p1	Zscan22_p1
Zscan22	ENSMUST00000120809.1	chr7	+	HAVANA	12897841	p1	Zscan22_p1
Zscan22	ENSMUST00000119989.2	chr7	+	HAVANA	12897867	p1	Zscan22_p1
Zscan26	ENSMUST00000032820.14	chr13	-	HAVANA	21453660	p1	Zscan26_p1
Zscan26	ENSMUST00000110485.2	chr13	-	HAVANA	21453730	p1	Zscan26_p1
Zzz3	ENSMUST00000106103.7	chr3	+	HAVANA	152395473	p1	Zzz3_p1
Zzz3	ENSMUST00000138115.7	chr3	+	HAVANA	152395525	p1	Zzz3_p1
Zzz3	ENSMUST00000106100.8	chr3	+	HAVANA	152396003	p2	Zzz3_p2
Zzz3	ENSMUST00000150802.7	chr3	+	HAVANA	152396032	p2	Zzz3_p2
Zzz3	ENSMUST00000197987.4	chr3	+	HAVANA	152396079	p2	Zzz3_p2
Zzz3	ENSMUST00000200570.4	chr3	+	HAVANA	152396132	p2	Zzz3_p2
Zzz3	ENSMUST00000089982.10	chr3	+	HAVANA	152396684	p3	Zzz3_p3
Zzz3	ENSMUST00000106101.1	chr3	+	ENSEMBL	152396694	p3	Zzz3_p3
5430403G16Rik	ENSMUST00000092720.3	chr5	-	HAVANA	109691041	p1	5430403G16Rik_p1
Adnp2	ENSMUST00000066743.10	chr18	-	HAVANA	80151482	p1	Adnp2_p1
Aff4	ENSMUST00000060945.11	chr11	+	HAVANA	53350833	p1	Aff4_p1
Atf6	ENSMUST00000027974.6	chr1	-	HAVANA	170867771	p1	Atf6_p1
Baz2a	ENSMUST00000219980.1	chr10	+	HAVANA	128096380	p1	Baz2a_p1
Carhsp1	ENSMUST00000008537.9	chr16	-	HAVANA	8672155	p1	Carhsp1_p1
Cdx1	ENSMUST00000025521.8	chr18	-	HAVANA	61036199	p1	Cdx1_p1
Cdx4	ENSMUST00000033689.2	chrX	+	HAVANA	103321398	p1	Cdx4_p1
Csrnp2	ENSMUST00000061457.6	chr15	-	HAVANA	100495488	p1	Csrnp2_p1
E2f2	ENSMUST00000061721.5	chr4	+	HAVANA	136172394	p1	E2f2_p1
Epas1	ENSMUST00000024954.10	chr17	+	HAVANA	86753700	p1	Epas1_p1
Foxd3	ENSMUST00000087285.4	chr4	+	HAVANA	99656299	p1	Foxd3_p1
Foxk2	ENSMUST00000106113.1	chr11	+	HAVANA	121259990	p1	Foxk2_p1
Glis2	ENSMUST00000014447.12	chr16	+	HAVANA	4594713	p1	Glis2_p1
Gm14322	ENSMUST00000148388.1	chr2	+	HAVANA	177759288	p1	Gm14322_p1
Gm14401	ENSMUST00000108970.8	chr2	+	HAVANA	177074320	p1	Gm14401_p1
Gm14443	ENSMUST00000109054.2	chr2	-	HAVANA	175175871	p1	Gm14443_p1
Gm15446	ENSMUST00000112544.7	chr5	+	HAVANA	109923400	p1	Gm15446_p1
Gm20422	ENSMUST00000149782.7	chr8	-	HAVANA	69774886	p1	Gm20422_p1
Gm2381	ENSMUST00000174558.1	chr7	-	HAVANA	42867234	p1	Gm2381_p1
Gm38394	ENSMUST00000179598.3	chr1	-	HAVANA	133661318	p1	Gm38394_p1
Gm44973	ENSMUST00000207050.1	chr7	+	HAVANA	5015496	p1	Gm44973_p1
Grhl3	ENSMUST00000105855.1	chr4	-	HAVANA	135573630	p1	Grhl3_p1
Hmga1b	ENSMUST00000105046.3	chr11	+	HAVANA	120762794	p1	Hmga1b_p1
Jun	ENSMUST00000107094.1	chr4	-	HAVANA	95052222	p1	Jun_p1
Junb	ENSMUST00000064922.6	chr8	-	HAVANA	84978718	p1	Junb_p1
Jund	ENSMUST00000095267.5	chr8	+	HAVANA	70698949	p1	Jund_p1
Klf16	ENSMUST00000038558.8	chr10	-	HAVANA	80577321	p1	Klf16_p1
Klf2	ENSMUST00000067912.7	chr8	+	HAVANA	72319033	p1	Klf2_p1
Klf9	ENSMUST00000036884.2	chr19	+	HAVANA	23141226	p1	Klf9_p1
Map3k15	ENSMUST00000033665.8	chrX	+	HAVANA	159988433	p1	Map3k15_p1
